,SHAP_NumValenceElectrons,SHAP_HeavyAtomCount,SHAP_LabuteASA,SHAP_Kappa1,SHAP_NumRotatableBonds,SHAP_MolLogP,SHAP_TPSA,SHAP_NumHAcceptors,SHAP_FractionCSP3,SHAP_HeteroAtomFraction
1209,169.11472768422692,108.33457502048729,76.9443153005918,62.78471530094926,83.43793894377986,41.65697277550462,-7.151468012690985,-6.177036869324592,24.716932295400905,8.45779776031212
1332,71.75071018444822,42.31796821992597,19.76745197865402,33.65196176431474,28.39980052078267,1.0385862547513889,-6.2680238582929535,-12.053511438993688,6.61955139361116,4.702811891428987
1855,-56.564425865912376,-36.96182944177741,-27.180107894169616,-22.393054597153935,-14.405511264520424,-8.8409993857726,-1.5246723146755161,-1.0790791563589943,5.130187005690566,4.682968362268619
1781,-57.788937354919845,-37.05965449765079,-28.387876555009395,-32.998841936812575,-14.777906271609023,-4.815051518331383,-3.2676357743721387,-3.252224143790765,-6.276540573919969,2.6327951811795702
14,0.6884277558317917,-10.472904247589362,-7.471831954159422,3.1963990374896185,8.22550390704357,-3.5966068875997466,2.878307769371615,0.34728560802323327,13.195059182606887,-2.7963749471704156
610,-7.9149213172843425,-12.89171304335085,-4.530715314007704,-5.059898304546386,-12.796167933581735,-0.48856656649429325,7.664921491342173,1.4369779382478827,16.14756827510696,10.91181407018426
798,-39.72656215412347,-11.56773204085375,-5.721130126092963,-1.769077116931519,-14.339658924659988,-6.438605133146258,-1.3085013489061135,-0.46989292359653984,-21.580478940582523,2.6755036862761745
957,-12.500355816621875,-19.808172563278404,-6.754409597162839,1.69799680166531,2.3247606655208126,-0.19333609134697194,6.838321591888367,0.03737260779443658,13.770390953720089,6.091008125285756
875,-16.289164604180733,-17.68770452321974,0.13580643153019445,47.739802442751746,-21.305478223194775,-10.122411248515283,1.3742309433197346,-0.6524227711740164,-23.35581364676086,-17.545284571959186
1899,-44.830373708532434,-31.502959731142113,-24.234300826941467,-19.13757803711541,-1.7307383088706574,-6.1736377190685685,-6.145033080886032,-5.103180615122747,0.9417999670802987,1.8755814204226942
1996,-53.122450178459545,-29.596858185931463,-22.807779663565945,-31.313951712921053,-14.861865055554428,-7.765359209994889,-2.671403767980543,-1.6071593784987424,-15.987479523947261,-2.6248121865896894
1942,-55.61489121146256,-36.46793414955396,-25.643607276795674,-33.68756898643725,-13.745398378345934,-7.343717186345881,-0.9595702284886661,-1.1640612021284877,8.08921341257738,4.407711149424558
1656,-38.27319659000952,-31.118531753403435,-24.137221217954767,-13.304303670450679,-4.291629410206786,-6.521783002721432,-6.45803067131822,-1.1293187184779618,7.720327730463591,5.152063805364647
1890,-42.31141317207343,-33.03523605130855,-22.885770851920203,-14.289133246526966,-14.10254319844735,-6.044775034116431,2.895221679429055,-0.3667971978366897,10.456134012615356,6.7038500127645575
1038,8.004079316556147,2.1289071853951347,1.6460119203801937,16.806077148329674,-8.990714389041944,-3.6482470449218822,3.6491982961432385,0.886251380922157,-3.2884573408723665,6.78185805402748
1722,-59.44949470861062,-35.50829762297951,-23.936683515058544,-20.138211327238825,-12.50627592663917,-3.608347094425346,-2.1499691338495808,-2.641084087285266,-3.783407095569912,3.8321592539203113
748,20.84513254097655,16.293524245716096,5.3222497803385815,2.449428719641423,-16.5430717256677,7.979159973639231,0.4114202081896648,-1.439241671572866,-21.6204561723608,5.686746974536551
597,-78.65461827320463,-56.082475466831745,-35.860159862173234,-30.36114647417365,-16.10740705387701,-7.8011551290087935,-3.8304470451619284,-3.160168883608432,-12.873654829761156,-12.472176142141445
104,-52.25925935664577,-38.009768437744704,-31.82044706461297,-19.47575054731011,-9.536534948184395,-4.636362142866613,0.6493721635558576,-0.5200992014462057,10.693936367240852,6.403244972777041
1303,-5.649902464719504,-13.123124746187901,-1.7392826475426164,4.304763286599927,11.861689169499448,-0.5177851485839634,6.68549453481747,1.2002839990527927,15.128185003283898,10.317534719637
347,-4.22501820531804,-6.7611127027855416,-9.339466028969799,-10.593787512872893,-11.79963297045982,-5.158873163337938,-9.352122054785324,-1.9499904784189823,4.424104746818152,-12.474442500898009
1743,-65.3676165407716,-42.96351471267241,-34.475742218467225,-29.189649297018263,-11.732236730047815,-5.419865940990619,0.0797797368753632,-1.0007965659269693,-6.821091751414098,3.9450828251967693
7,-11.073368276109695,-18.882132232320885,-3.816420825435143,5.76887594609906,-3.1367778685756824,-1.2911735369788988,8.245646858730971,2.0571443651921566,13.621495895465504,12.069326381592427
898,-37.40725642281638,-19.095108512839325,-12.005808036892121,-33.38665759949941,-14.966775169669868,-2.9834604143001378,0.6140750605118136,-1.1114759522659603,-17.70223718606163,2.4566381891147313
