model_type,stage,learning_rate,train_mae,validation_mae,test_mae
gradient_boosting,286,0.03,27.546529371432737,38.61079514512792,38.6942275006896
gradient_boosting,287,0.03,27.52927734598985,38.59048413070186,38.69871120750759
gradient_boosting,288,0.03,27.509521432937387,38.600053055787704,38.69563370980782
gradient_boosting,289,0.03,27.487451894603755,38.59146666104571,38.69561687060803
gradient_boosting,290,0.03,27.466224126687212,38.58792421012785,38.68556478726673
gradient_boosting,291,0.03,27.448207606341505,38.603033790871734,38.69290497601426
gradient_boosting,292,0.03,27.43424689527231,38.587625082293236,38.68234703684868
gradient_boosting,293,0.03,27.407777078249076,38.56628955645764,38.66958680162274
gradient_boosting,294,0.03,27.39459162769282,38.573844136959735,38.658708003150004
gradient_boosting,295,0.03,27.38333836765588,38.555529527787904,38.65654596934257
gradient_boosting,296,0.03,27.352984381192687,38.55846171707476,38.63628410568449
gradient_boosting,297,0.03,27.324096646253697,38.56262904418519,38.61738453642104
gradient_boosting,298,0.03,27.305534826733304,38.58674693337944,38.6121225351843
gradient_boosting,299,0.03,27.27902468434082,38.56324304892284,38.60853383633828
gradient_boosting,300,0.03,27.26277245747917,38.54126567481447,38.59177035579504
gradient_boosting,301,0.03,27.25088932411402,38.539306982081754,38.58116628699632
gradient_boosting,302,0.03,27.243080321777718,38.5322652720209,38.5884462357777
gradient_boosting,303,0.03,27.20853056247341,38.51023956794127,38.55850400102136
gradient_boosting,304,0.03,27.168239386973465,38.50364614299333,38.54158167351186
gradient_boosting,305,0.03,27.14433431589148,38.49592151381162,38.53897810040742
gradient_boosting,306,0.03,27.13537007801397,38.48749831297481,38.54060282927001
gradient_boosting,307,0.03,27.11295176241702,38.49537622836292,38.56180659602411
gradient_boosting,308,0.03,27.10234328777353,38.49302945898163,38.56366286516647
gradient_boosting,309,0.03,27.092087917749883,38.51036739459083,38.56890838415107
gradient_boosting,310,0.03,27.05828819158378,38.49984555245642,38.553966131763126
gradient_boosting,311,0.03,27.047493479988674,38.49276937099757,38.55526026096949
gradient_boosting,312,0.03,27.036370126355482,38.481997614098105,38.54796389978321
gradient_boosting,313,0.03,27.01173381992525,38.458294312691386,38.53142427881162
gradient_boosting,314,0.03,27.00689093697336,38.451676235704284,38.53028528359962
gradient_boosting,315,0.03,26.993287474949764,38.451714680874154,38.51201184671757
gradient_boosting,316,0.03,26.974777685654676,38.45145690464995,38.50972161471357
gradient_boosting,317,0.03,26.96760511088197,38.451034826261655,38.50778081293511
gradient_boosting,318,0.03,26.93984124466543,38.43855384204835,38.48406603902118
gradient_boosting,319,0.03,26.923737452198534,38.44250658732097,38.468398060026736
gradient_boosting,320,0.03,26.9022756573393,38.44988434130047,38.45833000234268
gradient_boosting,321,0.03,26.87282299887809,38.49108665900047,38.439478704572835
gradient_boosting,322,0.03,26.86336143110681,38.47431683814445,38.4342281992644
gradient_boosting,323,0.03,26.84867178564456,38.474110217505796,38.4256526652407
gradient_boosting,324,0.03,26.845741784397866,38.48407163965112,38.43865397297939
gradient_boosting,325,0.03,26.82686569208307,38.482398275107414,38.43151972203123
gradient_boosting,326,0.03,26.81274921052788,38.478552939376016,38.41827710507803
gradient_boosting,327,0.03,26.793857929527082,38.4799454857182,38.42312465146176
gradient_boosting,328,0.03,26.765503413070984,38.48425985232776,38.40072663777516
gradient_boosting,329,0.03,26.750373243543294,38.51723520909391,38.39595678196881
gradient_boosting,330,0.03,26.741990281460282,38.50633286747186,38.399259873611925
gradient_boosting,331,0.03,26.719509793848687,38.49781456058914,38.394668441152504
gradient_boosting,332,0.03,26.716473082707125,38.514173822753705,38.399841694926984
gradient_boosting,333,0.03,26.705825979969756,38.517794064303935,38.40024524404057
gradient_boosting,334,0.03,26.67505802413669,38.50287981692057,38.370740846017505
gradient_boosting,335,0.03,26.666994725987237,38.53922236992954,38.36240507591591
gradient_boosting,336,0.03,26.640917616347085,38.52739386013022,38.40390814926528
gradient_boosting,337,0.03,26.62956965378776,38.534141796853014,38.407219640651775
gradient_boosting,338,0.03,26.60686678404779,38.52337560586249,38.39535625130683
gradient_boosting,339,0.03,26.596595902815103,38.51728640196423,38.37850188190744
gradient_boosting,340,0.03,26.57521581361209,38.517013872423064,38.379742579962354
gradient_boosting,341,0.03,26.554374183892573,38.50558305458669,38.377738011973385
gradient_boosting,342,0.03,26.547875097236194,38.50632826735816,38.38010684361583
gradient_boosting,343,0.03,26.521990042498704,38.49917526417017,38.355422309018806
gradient_boosting,344,0.03,26.48811811457483,38.46653741134159,38.316306526471266
gradient_boosting,345,0.03,26.464070280643195,38.46138058180507,38.300000960948836
gradient_boosting,346,0.03,26.44152790811714,38.45624502507421,38.27390931009651
gradient_boosting,347,0.03,26.425364940859026,38.45305974443038,38.27829294138176
gradient_boosting,348,0.03,26.408777441114548,38.464935503230244,38.266915265608596
gradient_boosting,349,0.03,26.39358641014386,38.458241413098186,38.247477347436956
gradient_boosting,350,0.03,26.383398971129054,38.46300409656671,38.24416820517947
gradient_boosting,351,0.03,26.370253533747736,38.4642669215332,38.23212994042455
gradient_boosting,352,0.03,26.36626507648797,38.46832864048454,38.232820395808034
gradient_boosting,353,0.03,26.35338761720932,38.46377177921575,38.225832083728925
gradient_boosting,354,0.03,26.32928199640774,38.4678778590182,38.227932474241506
gradient_boosting,355,0.03,26.32432679143368,38.47023160471043,38.22603113904362
gradient_boosting,356,0.03,26.298328571390396,38.4276895489309,38.20911218802297
gradient_boosting,357,0.03,26.27099053374357,38.424554493477224,38.220230724489106
gradient_boosting,358,0.03,26.25646299407977,38.40868973785815,38.2151999371183
gradient_boosting,359,0.03,26.242402983791223,38.39671955848357,38.194415792423456
gradient_boosting,360,0.03,26.217322908770928,38.37719884557842,38.19229284747803
gradient_boosting,361,0.03,26.203430227404088,38.3932953845919,38.20637549616687
gradient_boosting,362,0.03,26.199901298150948,38.44833944556648,38.19827012993776
gradient_boosting,363,0.03,26.175168022557482,38.43666802512897,38.17685153094494
gradient_boosting,364,0.03,26.15987908518402,38.457099363500156,38.18854707113001
