name,smiles,group,formula,molecular_weight,rotatable_bonds,heat_capacity,canonical_smiles
hexafluorobenzene,Fc1c(F)c(F)c(F)c(F)c1F,NIST_XML_SetB,C6F6,186.053999999999,0,221.42,Fc1c(F)c(F)c(F)c(F)c1F
pentaerythritol tetrapentanoate,CCCCC(=O)OCC(COC(=O)CCCC)(COC(=O)CCCC)COC(=O)CCCC,NIST_XML_SetB,C25H44O8,472.619,20,842.66730298,CCCCC(=O)OCC(COC(=O)CCCC)(COC(=O)CCCC)COC(=O)CCCC
2-(chloromethyl)benzonitrile,N#Cc1ccccc1CCl,NIST_XML_SetB,C8H6ClN,151.596,1,282.887100148,N#Cc1ccccc1CCl
hexan-1-ol,CCCCCCO,NIST_XML_SetB,C6H14O,102.176999999999,4,241.3,CCCCCCO
1-chlorodecane,CCCCCCCCCCCl,NIST_XML_SetB,C10H21Cl,176.731,8,335.39,CCCCCCCCCCCl
1-ethyl-3-methylpyridinium ethylsulfate,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,NIST_XML_SetB,C10H17NO4S,247.315999999999,3,389.0,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1
pyrrolidinium nitrate,C1CC[NH2+]C1.O=[N+]([O-])[O-],NIST_XML_SetB,C4H10N2O3,134.135,0,228.027596,C1CC[NH2+]C1.O=[N+]([O-])[O-]
"3-methylnonyl 1,2-benzenedioate",CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,NIST_XML_SetB,C28H46O4,446.672,18,754.8595236,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C
1-(tert-butyl)-4-(4-nitrophenoxy)benzene,CC(C)(C)c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,NIST_XML_SetB,C16H17NO3,271.316,3,446.569635858,CC(C)(C)c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
2-methyl-1-propanol,CC(C)CO,NIST_XML_SetB,C4H10O,74.123,1,181.9,CC(C)CO
1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetB,C16H27F6N3O4S2,503.531,11,754.8,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
trihexyl(tetradecyl)phosphonium acetate,CC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,NIST_XML_SetB,C34H71O2P,542.914,28,1097.744004222,CC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
4-methylbiphenyl,Cc1ccc(-c2ccccc2)cc1,NIST_XML_SetB,C13H12,168.238999999999,1,289.67,Cc1ccc(-c2ccccc2)cc1
"1,2-butylene carbonate",CCC1COC(=O)O1,NIST_XML_SetB,C5H8O3,116.115999999999,1,195.0735696,CCC1COC(=O)O1
