chemical_compound_name,formula,calculation_method,Cp_298_J_per_molK,smiles,pubchem_cid,pubchem_matched_name,lookup_status,row_count
dimethyl peroxide,C2H6O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,80.281,COOC,136492.0,methylperoxymethane,ok,1
dimethylamine,C2H7N,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,67.37,CNC,674.0,N-methylmethanamine,ok,1
dimethylformamide,C3H7NO,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,92.883,CN(C)C=O,6228.0,"N,N-dimethylformamide",ok,1
dinitrogen pentoxide,N2O5,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,91.516,O=[N+]([O-])O[N+](=O)[O-],66242.0,nitro nitrate,ok,1
dinitrogen tetroxide,N2O4,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,77.564,O=[N+]([O-])[N+](=O)[O-],25352.0,,ok,1
dipropyl ether,C6H14O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,146.136,CCCOCCC,8114.0,1-propoxypropane,ok,1
dipropylamine,C6H15N,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,150.209,CCCNCCC,8902.0,N-propylpropan-1-amine,ok,1
divinyl ether,C4H6O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,89.714,C=COC=C,8024.0,ethenoxyethene,ok,1
ethanal,C2H4O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,55.658,CC=O,177.0,acetaldehyde,ok,1
ethanamide,C2H5NO,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,77.843,CC(N)=O,178.0,acetamide,ok,1
"ethane-1,2-diamine",C2H8N2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,87.008,NCCN,3301.0,"ethane-1,2-diamine",ok,1
ethanedial,C2H2O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,59.572,O=CC=O,7860.0,oxaldehyde,ok,1
ethanedinitrile,C2N2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,55.692,N#CC#N,9999.0,oxalonitrile,ok,1
ethanoic anhydride,C4H6O3,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,119.653,CC(=O)OC(C)=O,7918.0,acetyl acetate,ok,1
ethanol,C2H6O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,65.734,CCO,702.0,ethanol,ok,1
ethene,C2H4,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,42.493,C=C,6325.0,ethene,ok,1
ethenone,C2H2O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,51.451,C=C=O,10038.0,ethenone,ok,1
ethoxyethene,C4H8O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,97.23,C=COCC,8023.0,ethenoxyethane,ok,1
ethyl 2-methylpropanoate,C6H12O2,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,154.848,CCOC(=O)C(C)C,7342.0,ethyl 2-methylpropanoate,ok,1
ethyl acetate,C4H8O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,111.453,CCOC(C)=O,8857.0,ethyl acetate,ok,1
ethyl butanoate,C6H12O2,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,152.334,CCCC(=O)OCC,7762.0,ethyl butanoate,ok,1
ethyl methanoate,C3H6O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,86.652,CCOC=O,8025.0,ethyl formate,ok,1
ethyl methyl ether,C3H8O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,84.333,CCOC,10903.0,methoxyethane,ok,1
ethyl propanoate,C5H10O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,131.967,CCOC(=O)CC,7749.0,ethyl propanoate,ok,1
ethyl propenoate,C5H8O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,122.702,C=CC(=O)OCC,8821.0,ethyl prop-2-enoate,ok,1
ethyl propyl ether,C5H12O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,125.69,CCCOCC,12340.0,1-ethoxypropane,ok,1
ethylamine,C2H7N,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,69.038,CCN,6341.0,ethanamine,ok,1
ethylbenzene,C8H10,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,127.379,CCc1ccccc1,7500.0,ethylbenzene,ok,1
ethylcyclopentane,C7H14,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,132.198,CCC1CCCC1,15431.0,ethylcyclopentane,ok,1
ethylene carbonate,C3H4O3,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,78.339,O=C1OCCO1,7303.0,"1,3-dioxolan-2-one",ok,1
ethyne,C2H2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,43.704,C#C,6326.0,acetylene,ok,1
formamide,CH3NO,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,53.769,NC=O,713.0,formamide,ok,1
formic acid,CH2O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,44.87,O=CO,284.0,formic acid,ok,1
furan,C4H4O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,65.214,c1ccoc1,8029.0,furan,ok,1
glycerol,C3H8O3,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,116.224,OCC(O)CO,753.0,"propane-1,2,3-triol",ok,1
hexachlorobenzene,C6Cl6,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,175.04,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,8370.0,"1,2,3,4,5,6-hexachlorobenzene",ok,1
hexachloroethane,C2Cl6,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,137.561,ClC(Cl)(Cl)C(Cl)(Cl)Cl,6214.0,"1,1,1,2,2,2-hexachloroethane",ok,1
hexan-1-ol,C6H14O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,147.809,CCCCCCO,8103.0,hexan-1-ol,ok,1
hexanal,C6H12O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,137.124,CCCCCC=O,6184.0,hexanal,ok,1
hexane,C6H14,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,132.725,CCCCCC,8058.0,hexane,ok,1
hydrazine,H4N2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,46.414,NN,9321.0,hydrazine,ok,1
hydrogen,H2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,29.121,[HH],783.0,molecular hydrogen,ok,1
hydrogen peroxide,H2O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,42.701,OO,784.0,hydrogen peroxide,ok,1
hydroxyamine,H3NO,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,43.665,NO,787.0,hydroxylamine,ok,1
isopropyl methyl ether,C4H10O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,108.252,COC(C)C,11721.0,2-methoxypropane,ok,1
maleic anhydride,C4H2O3,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,86.785,O=C1C=CC(=O)O1,7923.0,"furan-2,5-dione",ok,1
methanal,CH2O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,35.305,C=O,712.0,formaldehyde,ok,1
methanamine,CH5N,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,48.88,CN,6329.0,methanamine,ok,1
methane,CH4,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,35.554,C,297.0,methane,ok,1
methanol,CH4O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,45.585,CO,887.0,methanol,ok,1
methyl butanoate,C5H10O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,131.612,CCCC(=O)OC,12180.0,methyl butanoate,ok,1
methyl cyanoethanoate,C4H5NO2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,112.117,COC(=O)CC#N,7747.0,methyl 2-cyanoacetate,ok,1
methyl ethanoate,C3H6O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,90.739,COC(C)=O,6584.0,methyl acetate,ok,1
methyl hydroxyethanoate,C3H6O3,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,104.789,,,,failed:None,1
methyl methanoate,C2H4O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,65.955,COC=O,7865.0,methyl formate,ok,1
methyl propanoate,C4H8O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,111.276,CCC(=O)OC,11124.0,methyl propanoate,ok,1
methylcyclohexane,C7H14,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,129.756,CC1CCCCC1,7962.0,methylcyclohexane,ok,1
methylcyclopentane,C6H12,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,111.529,CC1CCCC1,7296.0,methylcyclopentane,ok,1
methylcyclopropane,C4H8,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,78.409,CC1CC1,11657.0,methylcyclopropane,ok,1
methyloxirane,C3H6O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,71.043,CC1CO1,6378.0,2-methyloxirane,ok,1
nitric acid,HNO3,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,53.514,O=[N+]([O-])O,944.0,nitric acid,ok,1
nitroethane,C2H5NO2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,82.172,CC[N+](=O)[O-],6587.0,1-nitroethane,ok,1
nitrogen,N2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,29.11,N#N,947.0,molecular nitrogen,ok,1
nitrogen oxide (N2O3),N2O3,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,68.905,O=N[N+](=O)[O-],61526.0,N-oxonitramide,ok,1
nitromethane,CH3NO2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,61.319,C[N+](=O)[O-],6375.0,nitromethane,ok,1
nitrous acid,HNO2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,44.953,O=NO,24529.0,nitrous acid,ok,1
nitrous oxide,N2O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,38.152,[N-]=[N+]=O,948.0,nitrous oxide,ok,1
o-terphenyl,C18H14,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,244.758,c1ccc(-c2ccccc2-c2ccccc2)cc1,6766.0,"1,2-diphenylbenzene",ok,1
oxetane,C3H6O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,63.329,C1COC1,10423.0,oxetane,ok,1
oxirane,C2H4O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,47.441,C1CO1,6354.0,oxirane,ok,1
pentan-1-ol,C5H12O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,127.277,CCCCCO,6276.0,pentan-1-ol,ok,1
pentan-2-ol,C5H12O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,130.404,CCCC(C)O,22386.0,pentan-2-ol,ok,1
pentan-3-one,C5H10O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,119.109,CCC(=O)CC,7288.0,pentan-3-one,ok,1
pentanal,C5H10O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,116.581,CCCCC=O,8063.0,pentanal,ok,1
pentane,C5H12,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,112.194,CCCCC,8003.0,pentane,ok,1
pentanedinitrile,C5H6N2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,113.061,N#CCCCC#N,10994.0,pentanedinitrile,ok,1
pentanoic acid,C5H10O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,130.099,CCCCC(=O)O,7991.0,pentanoic acid,ok,1
perfluorohexane,C6F14,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,280.995,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9639.0,"1,1,1,2,2,3,3,4,4,5,5,6,6,6-tetradecafluorohexane",ok,1
perfluoropentane,C5F12,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,237.397,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12675.0,"1,1,1,2,2,3,3,4,4,5,5,5-dodecafluoropentane",ok,1
phenol,C6H6O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,101.671,Oc1ccccc1,996.0,phenol,ok,1
phenylhydrazine,C6H8N2,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,124.24,NNc1ccccc1,7516.0,phenylhydrazine,ok,1
piperidine,C5H11N,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,102.7,C1CCNCC1,8082.0,piperidine,ok,1
"propan-1,3-diol",C3H8O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,99.668,OCCCO,10442.0,"propane-1,3-diol",ok,1
propan-1-amine,C3H9N,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,89.64,CCCN,7852.0,propan-1-amine,ok,1
propan-1-ol,C3H8O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,86.267,CCCO,1031.0,propan-1-ol,ok,1
propan-2-ol,C3H8O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,89.074,CC(C)O,3776.0,propan-2-ol,ok,1
propanal,C3H6O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,75.635,CCC=O,527.0,propanal,ok,1
propane,C3H8,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,71.126,CCC,6334.0,propane,ok,1
propanedinitrile,C3H2N2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,72.892,N#CCC#N,8010.0,propanedinitrile,ok,1
propanoic acid,C3H6O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,89.159,CCC(=O)O,1032.0,propanoic acid,ok,1
propenamide,C3H5NO,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,89.443,C=CC(N)=O,6579.0,prop-2-enamide,ok,1
propenoic acid,C3H4O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,80.178,C=CC(=O)O,6581.0,prop-2-enoic acid,ok,1
propyl ethanoate,C5H10O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,131.996,CCCOC(C)=O,7997.0,propyl acetate,ok,1
propyl methanoate,C4H8O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,107.186,CCCOC=O,8073.0,propyl formate,ok,1
pyrazine,C4H4N2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,72.839,c1cnccn1,9261.0,pyrazine,ok,1
pyridine,C5H5N,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,76.972,c1ccncc1,1049.0,pyridine,ok,1
pyrrole,C4H5N,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,71.602,c1cc[nH]c1,8027.0,1H-pyrrole,ok,1
pyrrolidine,C4H9N,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,84.19,C1CCNC1,31268.0,pyrrolidine,ok,1
styrene,C8H8,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,119.455,C=Cc1ccccc1,7501.0,styrene,ok,1
succinic anhydride,C4H4O3,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,94.856,O=C1CCC(=O)O1,7922.0,"oxolane-2,5-dione",ok,1
succinimide,C4H5NO2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,98.606,O=C1CCC(=O)N1,11439.0,"pyrrolidine-2,5-dione",ok,1
tetrahydrofuran,C4H8O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,80.659,C1CCOC1,8028.0,oxolane,ok,1
toluene,C7H8,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,107.455,Cc1ccccc1,1140.0,toluene,ok,1
"trans-1,2-dicyanoethylene",C4H2N2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,86.134,N#C/C=C/C#N,637930.0,(E)-but-2-enedinitrile,ok,1
"trans-1,2-dimethylcyclohexane",C8H16,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,153.601,C[C@@H]1CCCC[C@H]1C,23313.0,"trans-(1R,2R)-1,2-dimethylcyclohexane",ok,1
"trans-1,3-dimethylcyclohexane",C8H16,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,153.372,C[C@@H]1CCC[C@@H](C)C1,16629.0,"trans-(1R,3R)-1,3-dimethylcyclohexane",ok,1
"trans-1,4-dimethylcyclohexane",C8H16,b3lyp/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//B3LYP/def2-tzvp,153.749,CC1CCC(C)CC1,11523.0,"1,4-dimethylcyclohexane",ok,1
triethylamine,C6H15N,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,152.349,CCN(CC)CC,8471.0,"N,N-diethylethanamine",ok,1
trimethylamine,C3H9N,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,88.423,CN(C)C,1146.0,"N,N-dimethylmethanamine",ok,1
urea,CH4N2O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,73.868,NC(N)=O,1176.0,urea,ok,1
vinyl acetate,C4H6O2,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,104.104,C=COC(C)=O,7904.0,ethenyl acetate,ok,1
water,H2O,b3lyp-d3(bj)/def2-tzvp + LCCSD(T)/aug-cc-pvQZ//DF-MP2/aug-cc-pvQZ,33.484,O,962.0,oxidane,ok,1
