feature_1,feature_2,model,n_samples_used,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_r2_mean,best_single_mae_among_pair_features,mae_improvement_over_best_single,pearson_f1_cp,pearson_f2_cp,spearman_f1_cp,spearman_f2_cp,pair_pearson_corr,pair_spearman_corr,pair_redundancy_flag,ig_pair,ig_pair_gain_over_best_single,ig_feature_1,ig_feature_2,ig_n_rows,skipped,skip_reason
rotatable_bonds,H_bond_acceptors,linear,198,43.67127541450495,5.200805353598214,58.95048244473297,0.8199415368189407,43.27999617938966,-0.3912792351152845,0.9186743672241442,0.28356957048634435,0.857004422556517,0.28897069740063147,0.28827993922051864,0.31008315864547964,False,0.8632362740901574,0.07112099413797035,0.792115279952187,0.05207864109597993,198,False,
rotatable_bonds,melting_point,elasticnet,198,43.74544014473096,4.638163219931065,59.38712457956984,0.8180870075148289,43.27999617938966,-0.4654439653413007,0.9186743672241442,-0.04911838477019179,0.857004422556517,0.17312100720536885,-0.07306824742052002,0.019464776785574917,False,0.9029431147804267,0.11082783482823966,0.792115279952187,0.06156896210398832,198,False,
rotatable_bonds,melting_point,ridge,198,43.749585436473446,4.635677919007568,59.38486904318772,0.8180823893573311,43.27999617938966,-0.46958925708378274,0.9186743672241442,-0.04911838477019179,0.857004422556517,0.17312100720536885,-0.07306824742052002,0.019464776785574917,False,0.9029431147804267,0.11082783482823966,0.792115279952187,0.06156896210398832,198,False,
rotatable_bonds,melting_point,linear,198,43.7888133626071,4.614964320230692,59.36749592424446,0.8180239707931399,43.27999617938966,-0.5088171832174382,0.9186743672241442,-0.04911838477019179,0.857004422556517,0.17312100720536885,-0.07306824742052002,0.019464776785574917,False,0.9029431147804267,0.11082783482823966,0.792115279952187,0.06156896210398832,198,False,
rotatable_bonds,logP,rf,198,43.90885962704514,6.600243315526229,60.32563823986403,0.8192630199743419,43.27999617938966,-0.6288634476554762,0.9186743672241442,0.7772973746635984,0.857004422556517,0.6826223255844466,0.7289432941992107,0.6030043110321045,False,0.934568544764937,0.14245326481275,0.792115279952187,0.40834526245874136,198,False,
rotatable_bonds,boiling_point,elasticnet,198,43.961874088912424,4.507045838773378,60.359499806189746,0.8125925740816008,43.27999617938966,-0.6818779095227612,0.9186743672241442,0.1373730264160619,0.857004422556517,0.5358102744246874,0.11120120324123856,0.3751396016412151,False,0.9198254713211732,0.1277101913689862,0.792115279952187,0.23872781589235248,198,False,
rotatable_bonds,boiling_point,ridge,198,43.9654397406686,4.504448874357284,60.35358903097761,0.812615449275645,43.27999617938966,-0.6854435612789374,0.9186743672241442,0.1373730264160619,0.857004422556517,0.5358102744246874,0.11120120324123856,0.3751396016412151,False,0.9198254713211732,0.1277101913689862,0.792115279952187,0.23872781589235248,198,False,
rotatable_bonds,boiling_point,linear,198,43.99898185530165,4.481988735661044,60.30351265669274,0.8128064218048563,43.27999617938966,-0.7189856759119877,0.9186743672241442,0.1373730264160619,0.857004422556517,0.5358102744246874,0.11120120324123856,0.3751396016412151,False,0.9198254713211732,0.1277101913689862,0.792115279952187,0.23872781589235248,198,False,
TPSA,logP,linear,198,44.70495312687863,6.2161388978281575,60.941623764947536,0.8032568374293225,70.38379033922403,25.678837212345407,0.21875285968898114,0.7772973746635984,0.22252892347644967,0.6826223255844466,-0.30886507972072585,-0.3028863625448074,False,0.6434677103785111,0.23512244791976977,0.03937921506054454,0.40834526245874136,198,False,
TPSA,logP,ridge,198,44.839803203572984,6.192627155956105,60.96665052286194,0.8034544808663873,70.38379033922403,25.54398713565105,0.21875285968898114,0.7772973746635984,0.22252892347644967,0.6826223255844466,-0.30886507972072585,-0.3028863625448074,False,0.6434677103785111,0.23512244791976977,0.03937921506054454,0.40834526245874136,198,False,
